ensembl_gene_id	Row.names	baseMean.x	log2FoldChange.x	lfcSE.x	stat.x	pvalue.x	padj.x	baseMean.y	log2FoldChange.y	lfcSE.y	stat.y	pvalue.y	padj.y	fcw	fcm	diff	different	external_gene_name	description	chromosome_name	start_position	end_position	MElavenderblush2	MEdarkviolet	MEplum3	MEdarkseagreen4	MEsalmon2	MEcyan	MEdarkgreen	MEantiquewhite2	MEbrown	MEdarkseagreen3	MEbisque4	MEnavajowhite2	MEsalmon4	MEindianred4	MEdarkred	MElightsteelblue1	MEblue2	MEcoral2	MEyellow4	MEdarkorange	MEmaroon	MEhoneydew	MEdarkturquoise	MEbrown2	MElightpink4	assignedModule	maxMemb
ENSDARG00000001154	ENSDARG00000001154	5.7763713997877755	0.48365614457014705	0.3840035030254989	1.259509719988234	0.20784628162817048	0.45207100838184766	5.711272479433373	1.5823213823104465	0.48144107606954245	3.2866356049808383	0.0010139194309683331	0.011782370954510362	0.48365614457014705	1.5823213823104465	1.0986652377402994	TRUE	rimbp2	RIMS binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-040724-96]	8	43941313	44015210	0.3277820805506472	0.18193118309469977	-0.13764921405628244	0.19810203357988615	0.012160119790014827	-0.15643257333028238	0.024822444630607662	-0.466410671693798	-0.45469257612665964	-0.5662029000546266	-0.017319457736679502	-0.006661459341457448	0.45216836299816165	-0.11756940505213348	-0.4744753851394317	-0.06607935403416298	0.659245737643673	0.21468055751182946	0.18863047770339844	-0.1576359358919743	0.2953076356415881	-0.36150031338081906	-0.3668241356366482	-0.18180574328805488	-0.5130846447340318	blue2	0.659245737643673
ENSDARG00000001933	ENSDARG00000001933	43.68343251161978	-0.7235127348398793	0.39350026345978384	-1.8386588320895068	0.0659653821340638	0.23085105359891714	45.22936641760244	0.36094163278897823	0.3576479682208598	1.0092092360666913	0.31287429807087563	0.5548467567235218	-0.7235127348398793	0.36094163278897823	1.0844543676288576	TRUE	prkag2b	protein kinase, AMP-activated, gamma 2 non-catalytic subunit b [Source:ZFIN;Acc:ZDB-GENE-070912-442]	2	13056802	13148453	-0.5593289683157745	-0.24631811926726055	-0.21474975533952717	-0.10866118688006182	0.1861027495782703	0.3139748348539229	0.412296965039217	0.49759644056000635	0.26872299178210873	0.020941804987163817	0.3894392213419053	0.12497681492378518	-0.05250121587215496	0.14996576595504843	0.27066424512940657	-0.030591048411667206	-0.3326218153419494	0.1492426076056845	-0.014099867159343877	-0.29666928976128354	-0.4152708954856013	0.25799800592273936	0.04389551186588931	0.19580972528889853	0.1825604839023225	antiquewhite2	0.49759644056000635
ENSDARG00000004262	ENSDARG00000004262	6.0175976931119965	1.3373732349843173	0.4356326254651746	3.0699565569870977	0.002140899094530391	0.02270067303363196	6.023575761681977	-0.4874879772251384	0.4257085442310228	-1.14512143068613	0.25215885912793923	0.4920053001937608	1.3373732349843173	-0.4874879772251384	-1.8248612122094556	TRUE	cyp46a1.2	cytochrome P450, family 46, subfamily A, polypeptide 1, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1184]	20	5237286	5254610	0.23034798389418712	0.25412942420756934	0.14417946651233085	0.038139163687671694	0.0719777141163793	-0.14536107504162496	-0.03853239675277762	-0.3334366134616145	-0.10578740916483248	-0.24906135710259317	0.02163602572137977	0.20876719085603576	0.26885154464630895	-0.11300190391542572	-0.14339012583201985	0.049759530604665356	0.26078215956139744	-0.08724388225485627	-0.11641533327827056	-0.049628829580290794	0.1107881302177015	-0.20214489186785656	-0.299274846627772	-0.19392454055544703	-0.30602461196491865	blue2	0.26885154464630895
ENSDARG00000004931	ENSDARG00000004931	5.5000123858479615	0.33441160607552417	0.4475415666147474	0.7472190987868447	0.4549313173221295	0.688407901088442	5.221339413852426	-0.801933235825254	0.5197425052444234	-1.5429433377747745	0.1228445244999344	0.319252262564539	0.33441160607552417	-0.801933235825254	-1.1363448419007782	TRUE	slc8a3	solute carrier family 8 (sodium/calcium exchanger), member 3 [Source:ZFIN;Acc:ZDB-GENE-050810-1]	13	36196778	36264861	-0.207636853259775	-0.3132744549909473	-0.13337561463131958	-0.3979429938698758	-0.2986392342406339	-0.2633386796032841	-0.17195436506744138	0.05795056889458614	-0.1053224434339959	0.07583583736589757	0.1413384931349168	0.12521285467659465	0.107362518550185	0.3910136385570751	0.25281680908344734	0.2565014912255894	-0.10955650644560111	0.08232981637666253	-0.06934301786709768	0.22719277096068988	0.19041426260674454	0.07886371388054275	-0.09865646129600725	0.22657017006186672	0.2885346115057795	maroon	0.3910136385570751
ENSDARG00000004988	ENSDARG00000004988	18.706146101839007	0.2014495925766097	0.2976232277970601	0.6768611242734449	0.49849407182090893	0.7226390877438101	18.42305317120347	-0.9871560633367676	0.281992253475363	-3.5006495787410454	4.6412569372911036e-4	0.006469445366506016	0.2014495925766097	-0.9871560633367676	-1.1886056559133773	TRUE	ppp3ca	protein phosphatase 3, catalytic subunit, alpha isozyme [Source:ZFIN;Acc:ZDB-GENE-091113-24]	21	28958471	29075815	0.3632297035492143	-0.10846146897302525	0.12379725237352138	0.07868513237577617	-0.4228326567884852	-0.273846918391622	-0.5904770851147616	-0.2801540465284044	-0.2750286661189814	0.23769039531074262	-0.49790374035343227	-0.2525886428483243	-0.2531316929383148	0.0411507852608044	-0.11564915993184433	0.0090642233716039591	0.07077247760819311	-0.11389181494354009	0.220241059159491	0.48592845177335886	0.4650871161202767	0.1165756918573367	0.3973095439597266	0.2015258250566671	0.29492467792151866	maroon	0.48592845177335886
ENSDARG00000005141	ENSDARG00000005141	7.1957293756171055	0.3058187902763024	0.40616100524725957	0.7529496586953944	0.45148016561837306	0.6864333010700777	7.309727522544093	-0.826545434040343	0.43819094676588577	-1.8862677107793948	0.05925888812413889	0.20249581253090954	0.3058187902763024	-0.826545434040343	-1.1323642243166454	TRUE	camkvb	CaM kinase-like vesicle-associated b [Source:ZFIN;Acc:ZDB-GENE-040426-1140]	11	35364445	35441348	-0.020821864591234692	-0.12952113408233729	0.023519840612562383	-0.17736722132164437	-0.24899855864798143	-0.22205163461653615	-0.26238930714770864	-0.09471632025768323	-0.08758772745414249	0.07723394985501064	-0.0018403156891822114	0.2153998889033139	-0.004699231990941841	0.22407642713878567	0.11673732222215447	0.10772120963676149	-0.05653838780022835	-0.05472626336242956	-0.036568618455182104	0.25104029656216853	0.22366537570677403	0.17114090836816093	0.05379728399659625	0.26684589939761383	0.2793335569858763	maroon	0.2793335569858763
ENSDARG00000005616	ENSDARG00000005616	6.18728469251851	-0.25432068193115404	0.5092865496868816	-0.4993665787708607	0.6175211593618883	0.8041992275573742	5.37792844786731	-1.5938063434693477	0.6525464517700488	-2.4424412072828035	0.014588305560578817	0.07811219225772811	-0.25432068193115404	-1.5938063434693477	-1.3394856615381936	TRUE	bfb	complement component bfb [Source:ZFIN;Acc:ZDB-GENE-990415-34]	21	27437867	27443995	0.31835881662494026	-0.08251743615118959	0.359629469903639	-0.45948513829294463	-0.51529115593962	-0.6774607915496099	-0.652528885118411	-0.3735627110003961	-0.23825858181273973	0.30704078877458796	-0.24851184084756955	-0.10022157962533562	0.1706864442863346	0.2958419932618531	0.24008321394973955	0.5403868100605729	-0.05216361905936585	-0.2459150604112071	-0.13515524767118137	0.6762246284114608	0.5471443163491173	-0.054981257188557744	-0.07948405173568036	0.19645398126099073	0.3525348527062053	darkorange	0.6762246284114608
ENSDARG00000006863	ENSDARG00000006863	7.798434805556243	-0.23344851915710813	0.41922358606239407	-0.5568592200400753	0.577623618810632	0.7786202490590753	9.317515816761862	1.0364254733668383	0.3912559829336647	2.6489702869094747	0.0080737429692467	0.051513526839254045	-0.23344851915710813	1.0364254733668383	1.2698739925239464	TRUE	si:ch1073-349o24.2	si:ch1073-349o24.2 [Source:ZFIN;Acc:ZDB-GENE-081104-83]	9	7732714	7767156	0.011804090479381189	-0.2890983325968195	-0.38356100010499605	0.11635360747672108	-0.2968757854945709	-0.07708142633047739	-0.05927645955710776	-0.1229362764879261	-0.47420668211858147	-0.38701643526167107	0.033275423724002086	0.05738787993192918	0.05905949968476739	0.23611298198352515	-0.2746867281173896	-0.14680964096580454	0.3857861495056952	0.4503358110724964	0.41065230448092843	-0.03608935427752162	0.30011941747951554	-0.040708705087770615	0.08737700406645148	0.22092141617639643	-0.01778547852559874	blue2	0.4503358110724964
ENSDARG00000008140	ENSDARG00000008140	15.794839464474462	0.27275348425342033	0.31326889701114485	0.8706688945366857	0.3839349671618763	0.6348238809485667	18.139501110102586	1.4103762961309718	0.28889571793158464	4.881956389761972	1.0503848919692974e-6	5.177815671550111e-5	0.27275348425342033	1.4103762961309718	1.1376228118775515	TRUE	kcnab1a	potassium voltage-gated channel, shaker-related subfamily, beta member 1 a [Source:ZFIN;Acc:ZDB-GENE-050327-79]	18	34362608	34536067	-0.09898300570757976	-0.31697911953348706	-0.5818476138287084	0.04770145961203928	-0.18276913445425552	-0.019878616119114553	0.21872863478381865	-0.10695557755892707	-0.5725961132117721	-0.666710557401972	0.2599795468038225	0.38124051437996864	0.3620786439594968	0.19894571181187434	-0.3659848959253116	-0.13867956375495433	0.5766615135634235	0.6085500971119076	0.40076659640061946	-0.2824014770079466	0.20781223510866711	-0.010223243989364836	-0.2353541058185373	0.0716066255633291	-0.3237275086686059	blue2	0.6085500971119076
ENSDARG00000009702	ENSDARG00000009702	11.520421596304272	-0.05796893669356019	0.35973923400250796	-0.16114154702724487	0.8719819180147075	0.9447864785338027	12.52824722330227	1.2691201193891188	0.38213716613607607	3.321111453831201	8.965972532128766e-4	0.010743916624609013	-0.05796893669356019	1.2691201193891188	1.3270890560826791	TRUE	ascl1b	achaete-scute family bHLH transcription factor 1b [Source:ZFIN;Acc:ZDB-GENE-980526-174]	7	49695904	49715154	0.18739726540942958	0.18185160336785214	-0.012599952407594458	0.07500005221982678	0.12751742432019694	-0.049227341266839746	0.12476220261660338	-0.2825526533888206	-0.17158799604833422	-0.3414453757407122	0.11642445338600028	0.30823414924699505	0.36916630203532885	-0.13070616793322035	-0.17653147895589377	0.04280521583876927	0.35657215013692156	0.012877407628716064	-0.04020648591213824	-0.16893906865964722	0.05424350233413543	0.23654872724624687	-0.2877114711207526	-0.24177509668555336	-0.3196439774232815	blue2	0.36916630203532885
